WFBP,,QIR1,,QIR3,
X,Y,X,Y,X,Y
0.02202824556347016,14.917253741298097,0.0033710514790928625,-0.13229548391497303,0.005266779994000381,0.9261387659820315
0.03942732443576516,27.032608199392975,0.008211329988412341,2.788083427126324,0.019640136698645366,5.911042561173872
0.02680446329311975,18.181249739463922,0.014625108082513272,6.7572637458835345,0.03799092989194691,10.939314447693292
0.03158068102276937,21.98924507065739,0.019878947585127815,9.731126766434613,0.029192572157944574,8.600817041143856
0.035162844320006575,24.58835299512277,0.02680446329311975,13.652958995094977,0.05426771523860502,13.835785846290676
0.05307366080619258,31.08612280628622,0.03799872359698603,21.061927689079724,0.07251969013405168,16.310866545125705
0.04571169761600852,28.950074339627896,0.03324000494091486,17.772624953103502,0.09725367480545144,17.867514674384495
0.06262609626549182,34.01767476760182,0.056655824103429786,24.859140686394852,0.11855598595006495,19.62974177572535
0.07726897430507551,37.86687528358602,0.06939240471582875,27.64862907845108,0.1342693622102359,22.1705781816666
0.06859636842755384,35.52878402601193,0.07675574038237193,29.698946838729654,0.1487557446053761,24.496648876156158
0.09367151150821423,40.43686689732795,0.09844772923786388,32.3101213055984,0.17128504961502033,26.181886394900694
0.110296423221033,42.80489134443031,0.11619933846639496,34.75270389581116,0.19601903428642015,26.824794697569722
0.11864783629101983,45.16764628232385,0.1294931444805863,38.91366876485056,0.224741948050714,25.969274378962155
0.1282990900481739,49.35039670960302,0.13904557993988553,41.66388761515695,0.2500926421542389,24.854857718878726
0.13546341664264833,52.25172648575042,0.14979206983159715,46.538913608612226,0.27323892807484845,23.354357926870335
0.15260160967256753,58.890363849070425,0.1481999972550473,44.26827242909614,0.29939003229240796,20.26226306104583
0.14262774323712274,55.193352508788756,0.1715238605015028,48.061242355127064,0.3241240169638077,18.903285217846047
0.17128504961502033,61.291901645397004,0.18899685702913765,49.86959466210374,0.3491073097035134,17.495696923768108
0.19057362121552834,63.35241259081353,0.21261770304468047,49.150059416223094,0.3772135140356822,15.949457603965925
0.21665911804669163,62.77637351462856,0.22833431694139067,48.060916809093065,0.39576728290855184,14.458809494033972
0.23934615226252726,60.98150541220282,0.2424506937867995,47.02683174232635,0.41248404496232544,12.551564766329875
0.2653765388891176,57.10258868648131,0.25964507761353806,45.15958703294567,0.43636513361057355,10.501988736179413
0.27909110694139716,54.329543898096155,0.27137622125887456,43.45832731914448,0.45334724109377206,9.14474689788375
0.2883023839914357,52.0099490044048,0.28233211182937373,41.767986252958536,0.4506937867995224,59.1460479992724
0.3021282774193688,48.53921037952756,0.29427265615349774,38.89184163111798,0.4745748754477704,8.041981362670015
0.32173590809898295,45.978406769769485,0.30500941394011766,37.25654561370932,0.47604448090304724,59.139284992801194
0.34004474272930646,42.947658880690696,0.3176420071878547,35.90552415889029,0.4993088601191699,6.7473952772571835
0.3599456499361798,41.068489724457045,0.3360645612879318,33.66835340656676,0.497261909663606,59.081940333764095
0.3794719518309238,38.657364317188794,0.3432288878824062,32.546861756082656,0.5276643725196448,5.046223108668386
0.3933791740437271,35.99219086525769,0.3591496136479048,31.718148595884223,0.553382467986989,4.229590077270274
0.40293160950302626,32.74834299053733,0.3769808265052634,29.569263337407072,0.5779983593628752,3.428173810432341
0.41761847902169874,28.509782261314214,0.39576728290855184,27.04239443078078,0.6059208630131347,2.4484436319027196
0.42913492815086257,26.637208720663622,0.4089018816650883,23.905555478359688,0.6338433666633938,2.0333037257460944
0.43636513361057355,25.156530076284966,0.4207241434811741,21.880811533569066,0.6574642126789365,1.8008253782983843
0.45180823760310723,22.10048123908644,0.43755918804298594,19.269248405519193,0.684216717938462,1.3690798758955083
0.4721867665829456,19.607736879403063,0.45035262839026163,66.19609880719139,0.7130446035209899,0.9689957103354914
0.49049560121326913,17.155103496509994,0.453632997710076,16.1028933132814,0.7362718052181549,0.9632391036368091
0.50920245398773,15.118804452040521,0.4759181866842344,66.16549284824329,0.7625125728637894,0.6610172519547604
0.5271132704739161,12.576774455969087,0.47935109317742003,14.31581646638547,0.7913404584463175,0.5689115447754887
0.5530413095777282,10.522084526836707,0.49457528719067806,12.721108285742076,0.8160744431177174,0.5699582005388919
0.5703977436488656,8.87295566023316,0.4960678552311936,66.35541289757806,0.840808427789117,0.38901758544093923
0.5927862642565982,7.0447566245640445,0.5223370527442663,9.973636906814605,0.8695680816897928,0.35553332314347585
0.6165346801901337,5.508172727314843,0.5342693622102359,9.013760936725632,0.8958770810172796,0.42067892228382675
0.6475800954328561,4.404549616104916,0.5517291618498026,7.877993887206429,0.9194979270328223,0.3656590467211771
0.6852060773253179,3.058901996748503,0.5706299208996124,6.4453409458759126,0.9477388451983915,0.1103978212236143
0.7253263062543747,2.2577014464962986,0.5923270125518241,5.498190537166735,0.9753429343333406,0.2168729043546449
0.8112982253880676,1.062153487014882,0.6122167863840362,4.488152247750378,0.9954479534090024,0.18360266974215733
0.8399555317659653,0.9179207136604219,0.6309960060937949,3.6565978156655063,,
0.9235393420348335,0.5785985243236382,0.6628943173596691,2.718867084677612,,
0.013496932515337401,9.813664596273298,0.6884432915643026,2.12597440493559,,
0.015950920245398736,12.049689440993802,0.7107986439933571,1.8471660622229678,,
,,0.7395222867286111,1.255306940725248,,
,,0.769267509367151,0.9360990189286582,,
,,0.7889368423810716,0.8438418474268303,,
,,0.817619690030251,0.6722595662134125,,
,,0.8526921123783642,0.5833414389002485,,
,,0.8797573461797121,0.5308539782673733,,
,,0.9044344711162351,0.4352143541980382,,
,,0.9316221720388558,0.20327845622774987,,
,,0.9652393968283126,0.07459615571666234,,
,,0.9927944991147528,0.21177166518782542,,
